Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
20080318.5.326,Summary,2008-03-18,10:55:00,3,Arkansas,-,-,1,0,0,600,7,Franklin,-,-,-,-,-,-,-,-,-,-,-,$0.075,,35.33,-93.98,35.37,-93.86,1,,326,Unmodified
20080403.5.361,Summary,2008-04-03,20:02:00,3,Arkansas,-,-,1,0,1,500,8.1,Saline,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.51,-92.74,34.57,-92.62,1,,361,Unmodified
20080403.5.362,Summary,2008-04-03,20:23:00,3,Arkansas,-,-,2,0,1,250,2.7,Saline,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.59,-92.55,34.62,-92.52,1,,362,Unmodified
20080403.5.363,Summary,2008-04-03,20:34:00,3,Arkansas,-,-,2,0,0,500,2.58,Saline,-,-,-,-,-,-,-,-,-,-,-,$10,,34.64,-92.52,34.66,-92.49,1,,363,Unmodified
20080403.5.364,Summary,2008-04-03,20:47:00,3,Arkansas,-,-,1,0,1,300,4.81,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$50,,34.75,-92.38,34.8,-92.32,1,,364,Unmodified
20080403.5.365,Summary,2008-04-03,21:06:00,3,Arkansas,-,-,2,0,0,800,7.07,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$12,,34.81,-92.27,34.89,-92.19,1,,365,Unmodified
20080403.5.366,Summary,2008-04-03,21:14:00,3,Arkansas,-,-,1,0,0,100,0.7,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$0.03,,34.87,-92.19,34.88,-92.18,1,,366,Unmodified
20080403.5.367,Summary,2008-04-03,21:23:00,3,Arkansas,-,-,1,0,0,100,2.13,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$0.025,,34.9,-92.11,34.92,-92.08,1,,367,Unmodified
20080403.5.368,Summary,2008-04-03,21:28:00,3,Arkansas,-,-,2,0,0,300,9.45,Lonoke,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.94,-92.06,35.03,-91.93,1,,368,Unmodified
20080403.5.369,Summary,2008-04-03,21:28:00,3,Arkansas,-,-,1,0,0,80,4.19,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,$0.015,,34.37,-93.2,34.38,-93.13,1,,369,Unmodified
20080403.5.370,Summary,2008-04-03,21:42:00,3,Arkansas,-,-,1,0,0,300,13.19,Lonoke,White,-,-,-,-,-,-,-,-,-,-,$0.035,,35.04,-92.02,35.17,-91.84,1,,370,Unmodified
20080403.5.371,Summary,2008-04-03,21:50:00,3,Arkansas,-,-,1,0,0,250,1.11,Garland,Hot Spring,-,-,-,-,-,-,-,-,-,-,$0.2,,34.41,-92.96,34.42,-92.94,1,,371,Unmodified
20080403.5.372,Summary,2008-04-03,22:57:00,3,Arkansas,-,-,1,0,0,75,0.89,White,-,-,-,-,-,-,-,-,-,-,-,$0.025,,35.21,-91.93,35.21,-91.92,1,,372,Unmodified
20080409.5.408,Summary,2008-04-09,20:42:00,3,Arkansas,-,-,1,0,0,150,2.13,Polk,-,-,-,-,-,-,-,-,-,-,-,-,,34.46,-94.18,34.47,-94.15,1,,408,Unmodified
20080410.5.421,Summary,2008-04-10,03:29:00,3,Arkansas,-,-,1,0,0,200,1.02,Sharp,-,-,-,-,-,-,-,-,-,-,-,$0.01,,36.27,-91.33,36.28,-91.32,1,,421,Unmodified
20080410.40.424,Summary,2008-04-10,04:26:00,3,Oklahoma,Arkansas,-,2,0,0,400,9,Adair,Washington,-,-,-,-,-,-,-,-,-,-,$0.125,,35.79,-94.54,35.91,-94.47,2,,424,Unmodified
20080410.40.424,State,2008-04-10,04:26:00,3,Oklahoma,,,2,0,0,400,3.5,Adair,-,-,-,-,-,-,-,-,-,-,-,$0.05,,35.79,-94.54,35.83,-94.5,2,,424,Unmodified
20080410.40.424,State,2008-04-10,04:28:00,3,Arkansas,,,2,0,0,400,5.5,Washington,-,-,-,-,-,-,-,-,-,-,-,$0.075,,35.83,-94.5,35.91,-94.47,2,,424,Unmodified
20080410.5.425,Summary,2008-04-10,04:50:00,3,Arkansas,-,-,2,0,0,600,3,Washington,-,-,-,-,-,-,-,-,-,-,-,$0.125,,36,-94.11,36.04,-94.1,1,,425,Unmodified
20080410.5.426,Summary,2008-04-10,05:02:00,3,Arkansas,-,-,1,0,0,200,0.8,Madison,-,-,-,-,-,-,-,-,-,-,-,$0.01,,36.03,-93.93,36.04,-93.93,1,,426,Unmodified
20080410.5.427,Summary,2008-04-10,05:20:00,3,Arkansas,-,-,1,0,0,900,10.7,Madison,Carroll,-,-,-,-,-,-,-,-,-,-,$0.1,,36.16,-93.7,36.28,-93.58,1,,427,Unmodified
20080410.5.431,Summary,2008-04-10,09:56:00,3,Arkansas,-,-,1,0,0,175,15.06,Grant,Saline,-,-,-,-,-,-,-,-,-,-,$0.03,,34.35,-92.51,34.51,-92.33,1,,431,Unmodified
20080502.5.580,Summary,2008-05-02,07:15:00,3,Arkansas,-,-,3,5,24,1600,45.3,Conway,Van Buren,Cleburne,-,-,-,-,-,-,-,-,-,$47,,35.31,-92.6,35.7,-91.96,1,,580,Unmodified
20080502.5.581,Summary,2008-05-02,07:28:00,3,Arkansas,-,-,1,0,0,100,1.05,Van Buren,-,-,-,-,-,-,-,-,-,-,-,-,,35.37,-92.44,35.38,-92.43,1,,581,Unmodified
20080502.5.583,Summary,2008-05-02,08:03:00,3,Arkansas,-,-,1,0,0,50,4.1,Howard,-,-,-,-,-,-,-,-,-,-,-,$0.1,,34.24,-94.03,34.25,-93.95,1,,583,Unmodified
20080502.5.584,Summary,2008-05-02,09:23:00,3,Arkansas,-,-,1,0,0,200,8.18,Pike,-,-,-,-,-,-,-,-,-,-,-,$0.1,,33.99,-93.63,34.04,-93.5,1,,584,Unmodified
20080502.5.585,Summary,2008-05-02,10:15:00,3,Arkansas,-,-,2,1,3,300,40.72,Grant,Saline,Pulaski,Lonoke,-,-,-,-,-,-,-,-,$9,,34.41,-92.49,34.71,-91.88,1,,585,Unmodified
20080502.5.587,Summary,2008-05-02,10:23:00,3,Arkansas,-,-,2,0,0,200,22.85,Dallas,Grant,-,-,-,-,-,-,-,-,-,-,$3.5,,34.14,-92.58,34.31,-92.24,1,,587,Unmodified
20080502.5.589,Summary,2008-05-02,11:56:00,3,Arkansas,-,-,1,0,0,200,2.55,Lonoke,-,-,-,-,-,-,-,-,-,-,-,<$50,,34.77,-91.76,34.79,-91.72,1,,589,Unmodified
20080502.5.590,Summary,2008-05-02,12:01:00,3,Arkansas,-,-,0,0,0,50,2.09,Woodruff,-,-,-,-,-,-,-,-,-,-,-,$0.003,,35.01,-91.34,35.03,-91.31,1,,590,Unmodified
20080502.5.591,Summary,2008-05-02,12:02:00,3,Arkansas,-,-,1,0,0,250,1.68,Lonoke,Prairie,-,-,-,-,-,-,-,-,-,-,-,,34.8,-91.7,34.82,-91.68,1,,591,Unmodified
20080502.5.592,Summary,2008-05-02,12:05:00,3,Arkansas,-,-,1,0,0,100,2.58,Prairie,-,-,-,-,-,-,-,-,-,-,-,$0.001,,34.85,-91.64,34.86,-91.6,1,,592,Unmodified
20080502.5.594,Summary,2008-05-02,12:40:00,3,Arkansas,-,-,0,0,0,50,0.35,Monroe,-,-,-,-,-,-,-,-,-,-,-,$0.003,,34.96,-91.26,34.96,-91.26,1,,594,Unmodified
20080502.5.595,Summary,2008-05-02,13:54:00,3,Arkansas,-,-,2,0,1,150,3.38,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$0.5,,35.69,-90.24,35.73,-90.2,1,,595,Unmodified
20080502.5.596,Summary,2008-05-02,14:18:00,3,Arkansas,-,-,3,0,4,400,20.23,Cross,Crittenden,Mississippi,-,-,-,-,-,-,-,-,-,$2.004,,35.23,-90.52,35.44,-90.27,1,,596,Unmodified
20080502.5.603,Summary,2008-05-02,17:52:00,3,Arkansas,-,-,2,0,0,400,10.52,Chicot,-,-,-,-,-,-,-,-,-,-,-,$1.5,,33.36,-91.4,33.47,-91.28,1,,603,Unmodified
20080510.5.660,Summary,2008-05-10,12:28:00,3,Arkansas,-,-,0,0,0,50,0.1,Washington,-,-,-,-,-,-,-,-,-,-,-,-,,35.98,-94.03,-,-,1,,660,Unmodified
20080510.5.677,Summary,2008-05-10,17:35:00,3,Arkansas,-,-,1,0,0,100,1.5,Benton,-,-,-,-,-,-,-,-,-,-,-,$0.1,,36.32,-94.28,36.32,-94.25,1,,677,Unmodified
20080510.5.680,Summary,2008-05-10,18:14:00,3,Arkansas,-,-,1,0,0,350,9.16,White,-,-,-,-,-,-,-,-,-,-,-,$0.025,,35.27,-91.91,35.32,-91.75,1,,680,Unmodified
20080510.5.681,Summary,2008-05-10,18:42:00,3,Arkansas,-,-,0,0,0,8,0.01,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.36,-91.55,-,-,1,,681,Unmodified
20080510.5.682,Summary,2008-05-10,18:47:00,3,Arkansas,-,-,1,0,0,400,2.69,Lonoke,Prairie,-,-,-,-,-,-,-,-,-,-,-,,34.5,-91.72,34.5,-91.68,1,,682,Unmodified
20080510.5.683,Summary,2008-05-10,18:51:00,3,Arkansas,-,-,0,0,0,50,0.1,Franklin,-,-,-,-,-,-,-,-,-,-,-,-,,35.57,-93.78,-,-,1,,683,Unmodified
20080510.5.684,Summary,2008-05-10,18:55:00,3,Arkansas,-,-,1,0,0,100,1.5,Sevier,-,-,-,-,-,-,-,-,-,-,-,$0.25,,34.06,-94.34,34.06,-94.32,1,,684,Unmodified
20080510.5.685,Summary,2008-05-10,18:57:00,3,Arkansas,-,-,3,0,9,1320,14.05,Arkansas,-,-,-,-,-,-,-,-,-,-,-,$75,,34.49,-91.59,34.43,-91.36,1,,685,Unmodified
20080510.5.686,Summary,2008-05-10,18:57:00,3,Arkansas,-,-,1,0,0,500,10.18,Woodruff,Cross,-,-,-,-,-,-,-,-,-,-,$0.09,,35.17,-91.17,35.2,-90.99,1,,686,Unmodified
20080510.5.687,Summary,2008-05-10,19:26:00,3,Arkansas,-,-,1,0,0,700,4.41,Monroe,-,-,-,-,-,-,-,-,-,-,-,$0.025,,34.5,-91.14,34.51,-91.06,1,,687,Unmodified
20080510.5.688,Summary,2008-05-10,20:04:00,3,Arkansas,-,-,0,0,0,50,1.04,Hempstead,-,-,-,-,-,-,-,-,-,-,-,$0.005,,33.71,-93.6,33.71,-93.58,1,,688,Unmodified
20080510.5.689,Summary,2008-05-10,20:32:00,3,Arkansas,-,-,1,0,0,50,2.35,Nevada,-,-,-,-,-,-,-,-,-,-,-,-,,33.58,-93.31,33.57,-93.28,1,,689,Unmodified
20080902.5.1531,Summary,2008-09-02,16:50:00,3,Arkansas,-,-,0,0,0,60,0.92,Izard,-,-,-,-,-,-,-,-,-,-,-,$0.025,,35.99,-91.85,36,-91.86,1,,1531,Unmodified
20080903.5.1544,Summary,2008-09-03,17:01:00,3,Arkansas,-,-,0,0,0,25,0.85,Chicot,-,-,-,-,-,-,-,-,-,-,-,-,,33.38,-91.25,33.39,-91.24,1,,1544,Unmodified
20080913.5.1580,Summary,2008-09-13,13:47:00,3,Arkansas,-,-,0,0,0,30,0.25,Union,-,-,-,-,-,-,-,-,-,-,-,-,,33.12,-92.2,33.12,-92.2,1,,1580,Unmodified
20080913.5.1582,Summary,2008-09-13,14:07:00,3,Arkansas,-,-,0,0,0,50,2.42,Bradley,-,-,-,-,-,-,-,-,-,-,-,$0.002,,33.34,-92.13,33.37,-92.13,1,,1582,Unmodified
20080913.5.1583,Summary,2008-09-13,14:13:00,3,Arkansas,-,-,1,0,0,175,8.64,Hot Spring,Saline,-,-,-,-,-,-,-,-,-,-,$0.1,,34.44,-92.69,34.57,-92.67,1,,1583,Unmodified
20080913.5.1584,Summary,2008-09-13,14:16:00,3,Arkansas,-,-,1,0,0,30,2.39,Garland,-,-,-,-,-,-,-,-,-,-,-,$0.02,,34.52,-92.86,34.56,-92.86,1,,1584,Unmodified
20080913.5.1585,Summary,2008-09-13,14:18:00,3,Arkansas,-,-,0,0,0,40,0.5,Union,-,-,-,-,-,-,-,-,-,-,-,$0.02,,33.03,-92.19,33.04,-92.19,1,,1585,Unmodified
20080913.5.1587,Summary,2008-09-13,14:25:00,3,Arkansas,-,-,1,0,0,25,1.98,Garland,Saline,-,-,-,-,-,-,-,-,-,-,$0.006,,34.62,-92.88,34.64,-92.88,1,,1587,Unmodified
20080913.5.1591,Summary,2008-09-13,15:03:00,3,Arkansas,-,-,1,0,0,75,1.3,Perry,-,-,-,-,-,-,-,-,-,-,-,$0.02,,34.96,-92.98,34.97,-92.98,1,,1591,Unmodified
20080913.5.1593,Summary,2008-09-13,15:20:00,3,Arkansas,-,-,1,0,0,30,1.49,Perry,-,-,-,-,-,-,-,-,-,-,-,$0.005,,35.03,-92.68,35.05,-92.68,1,,1593,Unmodified
20080913.5.1595,Summary,2008-09-13,16:57:00,3,Arkansas,-,-,1,0,0,100,0.65,Lonoke,-,-,-,-,-,-,-,-,-,-,-,$0.3,,34.95,-92.05,34.95,-92.06,1,,1595,Unmodified
20081006.5.1608,Summary,2008-10-06,13:46:00,3,Arkansas,-,-,1,0,0,250,3.41,Polk,-,-,-,-,-,-,-,-,-,-,-,$0.075,,34.58,-94.15,34.63,-94.12,1,,1608,Unmodified
20090409.40.168479,Summary,2009-04-09,18:26:00,3,Oklahoma,Arkansas,-,2,0,4,800,10.7,Le Flore,Polk,-,-,-,-,-,-,-,-,-,-,$0.35,,34.6192,-94.5619,34.6544,-94.3839,2,,185,Unmodified
20090409.40.168479,State,2009-04-09,18:26:00,3,Oklahoma,,,2,0,4,550,6.5,Le Flore,-,-,-,-,-,-,-,-,-,-,-,$0.1,,34.6192,-94.5619,34.6471,-94.4573,2,,185,Unmodified
20090409.40.168479,State,2009-04-09,18:34:00,3,Arkansas,,,1,0,0,800,4.2,Polk,-,-,-,-,-,-,-,-,-,-,-,$0.25,,34.6471,-94.4573,34.6544,-94.3839,2,,185,Unmodified
20090409.40.154447,Summary,2009-04-09,19:01:00,3,Oklahoma,Arkansas,-,3,0,7,850,37.18,McCurtain,Sevier,Howard,Pike,-,-,-,-,-,-,-,-,$5.051,,34.01,-94.48,34.2029,-93.8752,2,,187,Unmodified
20090409.40.154447,State,2009-04-09,19:01:00,3,Oklahoma,,,2,0,0,850,0.26,McCurtain,-,-,-,-,-,-,-,-,-,-,-,$0.001,,34.01,-94.48,34.0102,-94.4754,2,,187,Unmodified
20090409.40.154447,State,2009-04-09,19:03:00,3,Arkansas,,,3,0,7,850,36.92,Sevier,Howard,Pike,-,-,-,-,-,-,-,-,-,$5.05,,34.0102,-94.4754,34.2029,-93.8752,2,,187,Unmodified
20090409.5.154302,Summary,2009-04-09,19:02:00,3,Arkansas,-,-,3,3,30,1075,14.84,Polk,-,-,-,-,-,-,-,-,-,-,-,$130,,34.5444,-94.3334,34.6226,-94.0905,1,,188,Unmodified
20090409.5.154461,Summary,2009-04-09,19:34:00,3,Arkansas,-,-,2,0,1,250,2.73,Howard,-,-,-,-,-,-,-,-,-,-,-,$0.5,,34.0096,-93.9583,34.0471,-93.9434,1,,191,Unmodified
20090409.5.154465,Summary,2009-04-09,19:51:00,3,Arkansas,-,-,3,0,0,850,9.89,Miller,-,-,-,-,-,-,-,-,-,-,-,<$50,,33.04,-94.04,33.09,-93.88,1,,193,Unmodified
20090409.5.154304,Summary,2009-04-09,19:53:00,3,Arkansas,-,-,1,0,0,350,2.97,Pike,-,-,-,-,-,-,-,-,-,-,-,$0.025,,34.21,-93.8505,34.2242,-93.8014,1,,194,Unmodified
20090409.5.164022,Summary,2009-04-09,22:27:00,3,Arkansas,-,-,2,0,0,600,13.6,Ashley,-,-,-,-,-,-,-,-,-,-,-,$0.6,,33.0134,-92.0012,33.0365,-91.7681,1,,200,Unmodified
20090427.5.156487,Summary,2009-04-27,17:11:00,3,Arkansas,-,-,1,0,0,180,3.1,Johnson,-,-,-,-,-,-,-,-,-,-,-,$0.05,,35.4815,-93.4508,35.5133,-93.412,1,,352,Unmodified
20090429.5.168481,Summary,2009-04-29,16:01:00,3,Arkansas,-,-,0,0,0,200,3,Madison,-,-,-,-,-,-,-,-,-,-,-,$0.02,,35.8926,-93.7708,35.9298,-93.7435,1,,366,Unmodified
20090429.5.168482,Summary,2009-04-29,16:07:00,3,Arkansas,-,-,0,0,0,125,1,Franklin,-,-,-,-,-,-,-,-,-,-,-,$0.075,,35.5298,-93.7768,35.5403,-93.7632,1,,367,Unmodified
20090430.5.159066,Summary,2009-04-30,15:13:00,3,Arkansas,-,-,0,0,0,24,0.55,Independence,Jackson,-,-,-,-,-,-,-,-,-,-,$0.001,,35.6084,-91.3771,35.6098,-91.3648,1,,381,Unmodified
20090501.5.157859,Summary,2009-05-01,19:27:00,3,Arkansas,-,-,0,0,0,50,0.66,Newton,-,-,-,-,-,-,-,-,-,-,-,$0.01,,35.803,-93.3564,35.8026,-93.3447,1,,389,Unmodified
20090501.5.157860,Summary,2009-05-01,20:11:00,3,Arkansas,-,-,0,0,0,50,0.3,Pope,-,-,-,-,-,-,-,-,-,-,-,$0.01,,35.5963,-93.1387,35.596,-93.1334,1,,390,Unmodified
20090502.5.169471,Summary,2009-05-02,17:13:00,3,Arkansas,-,-,1,0,3,150,3.53,Miller,-,-,-,-,-,-,-,-,-,-,-,$0.05,,33.3322,-94.025,33.338,-93.9643,1,,400,Unmodified
20090506.5.157862,Summary,2009-05-06,00:19:00,3,Arkansas,-,-,0,0,0,25,4.39,Arkansas,-,-,-,-,-,-,-,-,-,-,-,$0.005,,34.4135,-91.335,34.4445,-91.2678,1,,437,Unmodified
20090506.5.172830,Summary,2009-05-06,01:03:00,3,Arkansas,-,-,1,0,0,25,0.08,Phillips,-,-,-,-,-,-,-,-,-,-,-,$0.04,,34.56,-90.92,34.5608,-90.919,1,,438,Unmodified
20090506.5.157861,Summary,2009-05-06,03:52:00,3,Arkansas,-,-,1,0,0,100,2.11,Drew,-,-,-,-,-,-,-,-,-,-,-,$0.05,,33.679,-91.8181,33.6648,-91.7856,1,,440,Unmodified
20090509.5.171853,Summary,2009-05-09,13:10:00,3,Arkansas,-,-,0,0,0,75,2.34,Little River,-,-,-,-,-,-,-,-,-,-,-,-,,33.679,-94.096,33.685,-94.056,1,,510,Unmodified
20090509.5.171854,Summary,2009-05-09,13:30:00,3,Arkansas,-,-,0,0,0,75,5.54,Hempstead,-,-,-,-,-,-,-,-,-,-,-,-,,33.695,-93.751,33.649,-93.672,1,,511,Unmodified
20090514.5.171857,Summary,2009-05-14,03:20:00,3,Arkansas,-,-,0,0,0,100,2.36,Little River,-,-,-,-,-,-,-,-,-,-,-,-,,33.626,-94.082,33.599,-94.057,1,,543,Unmodified
20090612.5.164461,Summary,2009-06-12,13:10:00,3,Arkansas,-,-,1,0,0,500,2.44,Conway,-,-,-,-,-,-,-,-,-,-,-,$0.2,,35.27,-92.719,35.253,-92.681,1,,665,Unmodified
20090721.5.188094,Summary,2009-07-21,12:42:00,3,Arkansas,-,-,0,0,0,125,1.28,Hempstead,-,-,-,-,-,-,-,-,-,-,-,$0.005,,33.9653,-93.7848,33.959,-93.7639,1,,912,Unmodified
20090721.5.178580,Summary,2009-07-21,15:12:00,3,Arkansas,-,-,0,0,0,25,0.94,Faulkner,-,-,-,-,-,-,-,-,-,-,-,-,,35.0102,-92.3996,35.0005,-92.388,1,,914,Unmodified
20090721.5.178581,Summary,2009-07-21,15:34:00,3,Arkansas,-,-,0,0,0,250,1.18,Faulkner,-,-,-,-,-,-,-,-,-,-,-,$0.01,,35.1044,-92.1652,35.0975,-92.1461,1,,915,Unmodified
20090721.5.178582,Summary,2009-07-21,19:20:00,3,Arkansas,-,-,0,0,0,200,1.64,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$0.01,,34.1932,-92.144,34.1874,-92.1162,1,,916,Unmodified
20090730.5.178569,Summary,2009-07-30,13:42:00,3,Arkansas,-,-,1,0,0,250,2.3,Dallas,-,-,-,-,-,-,-,-,-,-,-,$0.015,,33.8775,-92.6651,33.8957,-92.6316,1,,950,Unmodified
20090730.5.178573,Summary,2009-07-30,14:23:00,3,Arkansas,Mississippi,-,2,0,0,600,33.37,Arkansas,Phillips,Coahoma,Phillips,Coahoma,Phillips,-,-,-,-,-,-,$5.112,,34.0628,-91.2735,34.2941,-90.7701,2,,951,Unmodified
20090730.5.178573,State,2009-07-30,14:23:00,3,Arkansas,,,2,0,0,600,22.29,Arkansas,Phillips,-,-,-,-,-,-,-,-,-,-,$2.35,,34.0628,-91.2735,34.2074,-90.9263,2,,951,Unmodified
20090730.5.178573,State,2009-07-30,15:05:00,3,Mississippi,,,2,0,0,600,2.19,Coahoma,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.2074,-90.9263,34.2237,-90.8935,2,,951,Unmodified
20090730.5.178573,State,2009-07-30,15:09:00,3,Arkansas,,,2,0,0,600,3.69,Phillips,-,-,-,-,-,-,-,-,-,-,-,$0.01,,34.2237,-90.8935,34.2497,-90.8372,2,,951,Unmodified
20090730.5.178573,State,2009-07-30,15:16:00,3,Mississippi,,,2,0,0,600,4.24,Coahoma,-,-,-,-,-,-,-,-,-,-,-,$0.75,,34.2497,-90.8372,34.2804,-90.7728,2,,951,Unmodified
20090730.5.178573,State,2009-07-30,15:24:00,3,Arkansas,,,2,0,0,600,0.96,Phillips,-,-,-,-,-,-,-,-,-,-,-,$0.002,,34.2804,-90.7728,34.2941,-90.7701,2,,951,Unmodified
20090730.5.190635,Summary,2009-07-30,14:48:00,3,Arkansas,-,-,0,0,0,150,4.53,Poinsett,-,-,-,-,-,-,-,-,-,-,-,$0.1,,35.4748,-90.7807,35.5233,-90.7266,1,,952,Unmodified
20090730.5.178570,Summary,2009-07-30,15:11:00,3,Arkansas,-,-,0,0,0,150,1.91,Lincoln,-,-,-,-,-,-,-,-,-,-,-,$0.03,,34.0717,-91.5803,34.0816,-91.5492,1,,953,Unmodified
20091029.5.197604,Summary,2009-10-29,12:55:00,3,Arkansas,-,-,0,0,0,50,3.39,Union,-,-,-,-,-,-,-,-,-,-,-,-,,33.0833,-92.5459,33.116,-92.5022,1,,993,Unmodified
20091029.5.197605,Summary,2009-10-29,14:07:00,3,Arkansas,-,-,1,0,0,1050,25.52,Union,Ouachita,Calhoun,Ouachita,Calhoun,Ouachita,-,-,-,-,-,-,$0.832,,33.2872,-92.8425,33.6531,-92.7008,1,,990,Unmodified
20091029.5.197606,Summary,2009-10-29,14:13:00,3,Arkansas,-,-,1,0,0,75,1.5,Union,-,-,-,-,-,-,-,-,-,-,-,$0.05,,33.3485,-92.781,33.3579,-92.7575,1,,988,Unmodified
20091029.5.196820,Summary,2009-10-29,14:45:00,3,Arkansas,-,-,2,0,0,1250,10.83,Calhoun,Ouachita,-,-,-,-,-,-,-,-,-,-,$2.05,,33.6446,-92.6805,33.7802,-92.5885,1,,985,Unmodified
20091029.5.196829,Summary,2009-10-29,15:00:00,3,Arkansas,-,-,1,0,0,150,5.07,Dallas,-,-,-,-,-,-,-,-,-,-,-,$0.05,,33.8185,-92.5928,33.8822,-92.5491,1,,983,Unmodified
20091029.5.196848,Summary,2009-10-29,16:04:00,3,Arkansas,-,-,1,0,0,200,1.57,Grant,-,-,-,-,-,-,-,-,-,-,-,$0.15,,34.3331,-92.2416,34.3548,-92.2333,1,,980,Unmodified
20091029.5.196844,Summary,2009-10-29,16:26:00,3,Arkansas,-,-,1,0,0,350,8.12,Scott,Logan,-,-,-,-,-,-,-,-,-,-,$0.175,,34.9594,-93.9248,35.0531,-93.8389,1,,979,Unmodified
20091029.5.197607,Summary,2009-10-29,16:34:00,3,Arkansas,-,-,1,0,0,100,1.42,Columbia,-,-,-,-,-,-,-,-,-,-,-,$0.075,,33.2452,-93.2418,33.2657,-93.2393,1,,978,Unmodified
20091029.5.197609,Summary,2009-10-29,16:39:00,3,Arkansas,-,-,1,0,1,150,1.46,Columbia,-,-,-,-,-,-,-,-,-,-,-,$0.2,,33.2959,-93.2076,33.3119,-93.1911,1,,977,Unmodified
20091029.5.196843,Summary,2009-10-29,16:59:00,3,Arkansas,-,-,0,0,0,35,3.02,Lonoke,-,-,-,-,-,-,-,-,-,-,-,$0.001,,34.6684,-92.0802,34.7093,-92.0615,1,,975,Unmodified
20091029.5.196840,Summary,2009-10-29,17:27:00,3,Arkansas,-,-,2,0,0,1250,25.86,Ouachita,Dallas,-,-,-,-,-,-,-,-,-,-,$0.3,,33.66,-92.8705,33.9977,-92.6765,1,,973,Unmodified
20091029.5.197610,Summary,2009-10-29,17:33:00,3,Arkansas,-,-,1,0,0,100,7.56,Columbia,-,-,-,-,-,-,-,-,-,-,-,$0.05,,33.2839,-93.1903,33.3591,-93.0953,1,,1097,Unmodified
20091029.5.196847,Summary,2009-10-29,18:45:00,3,Arkansas,-,-,1,0,0,75,0.57,Grant,-,-,-,-,-,-,-,-,-,-,-,$0.05,,34.2839,-92.526,34.2916,-92.5227,1,,1101,Unmodified
20091029.5.197611,Summary,2009-10-29,19:10:00,3,Arkansas,-,-,0,0,0,75,3.09,Columbia,-,-,-,-,-,-,-,-,-,-,-,-,,33.0588,-93.1746,33.103,-93.1667,1,,1102,Unmodified
20091029.5.196842,Summary,2009-10-29,21:52:00,3,Arkansas,-,-,1,0,4,400,2.57,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$0.4,,34.1632,-92.0152,34.192,-91.9868,1,,1103,Unmodified
20091223.48.202995,Summary,2009-12-23,22:10:00,3,Texas,Arkansas,-,1,0,0,150,4.79,Cass,Miller,-,-,-,-,-,-,-,-,-,-,-,,33.04,-94.06,33.1,-94.02,2,,1126,Unmodified
20091223.48.202995,State,2009-12-23,22:10:00,3,Texas,,,1,0,0,150,2.13,Cass,-,-,-,-,-,-,-,-,-,-,-,-,,33.04,-94.06,33.06,-94.04,2,,1126,Unmodified
20091223.48.202995,State,2009-12-23,22:14:00,3,Arkansas,,,1,0,0,150,2.66,Miller,-,-,-,-,-,-,-,-,-,-,-,-,,33.06,-94.04,33.1,-94.02,2,,1126,Unmodified
20100310.5.35,Summary,2010-03-10,16:17:00,3,Arkansas,-,-,0,0,0,50,2.37,Hempstead,-,-,-,-,-,-,-,-,-,-,-,-,,33.912,-93.6997,33.9323,-93.6663,1,,35,Unmodified
20100310.5.36,Summary,2010-03-10,18:26:00,3,Arkansas,-,-,1,0,0,400,6.12,Saline,-,-,-,-,-,-,-,-,-,-,-,$0.875,,34.5898,-92.6561,34.6592,-92.5893,1,,36,Unmodified
20100310.5.37,Summary,2010-03-10,20:19:00,3,Arkansas,-,-,1,0,2,400,13.24,White,-,-,-,-,-,-,-,-,-,-,-,$0.95,,35.2398,-91.9072,35.3731,-91.7384,1,,37,Unmodified
20100310.5.38,Summary,2010-03-10,20:53:00,3,Arkansas,-,-,1,0,0,100,2.91,White,-,-,-,-,-,-,-,-,-,-,-,$0.05,,35.4438,-91.7018,35.4832,-91.6833,1,,38,Unmodified
20100310.5.39,Summary,2010-03-10,21:09:00,3,Arkansas,-,-,2,1,3,300,3.43,Cleburne,-,-,-,-,-,-,-,-,-,-,-,$0.25,,35.3969,-92.1422,35.4429,-92.1192,1,,39,Unmodified
20100310.5.40,Summary,2010-03-10,21:30:00,3,Arkansas,-,-,1,0,0,100,0.91,Independence,-,-,-,-,-,-,-,-,-,-,-,$1.2,,35.6273,-91.53,35.6401,-91.5261,1,,40,Unmodified
